1.000000,0.995999,0.999974,0.998168,0.999347,0.999586,0.998811,0.999538,0.998077,0.996552,0.999985,0.998087,0.996903,0.999777,0.997596,0.994987,0.996983,0.999869,0.999392,0.998333,0.995996,0.999386,0.991408,0.996979,0.991308,0.992212,0.999484,0.999703,0.999376,0.997272,0.995949,0.996997,0.993738,0.995866,0.996903,0.998418,0.998286,0.998287,0.999775,0.999390,0.999348,0.975752,0.999092,0.999783,0.996515,0.996749,0.997665,0.999592,0.999887,0.999492,0.786591,0.787461,0.748069,0.705204,0.732257,0.711302,0.766518,0.807265,0.755567,0.756795,0.723206,0.783277,0.731862,0.715643,0.844386,0.799428,0.721879,0.770997,0.652753,0.761177,0.708671,0.796664,0.646929,0.711875,0.782775,0.785769,0.726030,0.707921,0.733738,0.828940,0.757203,0.774409,0.790591,0.615676,0.706453,0.791700,0.763306,0.695367,0.789641,0.733769,0.691646,0.741289,0.765348,0.796806,0.737074,0.782283,0.767872,0.776006,0.862007,0.769505,0.514879,0.574649,0.598155,0.580970,0.553728,0.553077,0.564301,0.573267,0.542680,0.625618,0.693807,0.599609,0.627548,0.541701,0.541852,0.638929,0.623991,0.623371,0.475072,0.573156,0.620249,0.593633,0.536357,0.653928,0.630120,0.632353,0.674754,0.680565,0.555188,0.645035,0.586435,0.679177,0.546770,0.656992,0.555148,0.602444,0.602976,0.627977,0.688687,0.659819,0.597825,0.685581,0.574649,0.584668,0.603048,0.646865,0.605998,0.653473,0.633917,0.633158
0.995999,1.000000,0.996607,0.997397,0.992233,0.993592,0.990721,0.997118,0.998546,0.999033,0.996201,0.994066,0.999600,0.993931,0.990870,0.982344,0.988356,0.995964,0.998354,0.989293,0.999320,0.992315,0.976483,0.999900,0.989684,0.998918,0.998111,0.997538,0.998424,0.996336,0.998375,0.999212,0.980513,0.983788,0.999600,0.997762,0.997829,0.989931,0.997033,0.998093,0.993544,0.991175,0.991822,0.996534,0.990352,0.999902,0.989293,0.995775,0.995016,0.998339,0.831439,0.830694,0.796182,0.758287,0.783107,0.757879,0.809721,0.848726,0.803030,0.801691,0.774968,0.827092,0.783811,0.763517,0.882799,0.843637,0.766424,0.814512,0.712083,0.807842,0.755291,0.841499,0.703375,0.759389,0.828271,0.831463,0.777169,0.759675,0.781502,0.870243,0.804976,0.820470,0.834957,0.670339,0.750148,0.830532,0.810083,0.750803,0.829537,0.783081,0.739817,0.786891,0.812231,0.840909,0.783797,0.822177,0.810889,0.821059,0.900351,0.813946,0.572977,0.632574,0.657153,0.636485,0.612969,0.613568,0.619667,0.631503,0.604386,0.681056,0.745625,0.658702,0.685360,0.603822,0.604869,0.694934,0.678181,0.675342,0.541507,0.633845,0.677984,0.650308,0.598250,0.710651,0.683854,0.686144,0.729409,0.732012,0.615703,0.699123,0.646502,0.729020,0.608438,0.709543,0.610276,0.663962,0.657453,0.680394,0.739497,0.715935,0.657750,0.742643,0.632574,0.642756,0.661387,0.705879,0.667114,0.708983,0.686257,0.684835
0.999974,0.996607,1.000000,0.998333,0.999061,0.999377,0.998438,0.999605,0.998356,0.996986,0.999969,0.997977,0.997375,0.999610,0.997435,0.994306,0.996666,0.999872,0.999587,0.997890,0.996503,0.999125,0.990573,0.997492,0.991296,0.992987,0.999649,0.999805,0.999604,0.997401,0.996360,0.997510,0.992922,0.995206,0.997375,0.998713,0.998598,0.997871,0.999828,0.999555,0.999219,0.977307,0.998777,0.999842,0.996210,0.997304,0.997228,0.999543,0.999777,0.999690,0.789976,0.790681,0.751660,0.709181,0.736084,0.714630,0.769666,0.810375,0.759115,0.760083,0.727100,0.786542,0.735807,0.719111,0.847335,0.802797,0.725035,0.774191,0.657248,0.764661,0.711996,0.800088,0.651093,0.715298,0.786214,0.789241,0.729867,0.711764,0.737247,0.832126,0.760789,0.777877,0.793941,0.619582,0.709490,0.794495,0.766808,0.699568,0.792533,0.737438,0.695082,0.744602,0.768869,0.800152,0.740487,0.785152,0.771005,0.779373,0.865043,0.772787,0.518935,0.578798,0.602465,0.584890,0.557968,0.557444,0.568175,0.577445,0.547151,0.629625,0.697617,0.603932,0.631805,0.546213,0.546458,0.643026,0.627868,0.627027,0.479906,0.577585,0.624480,0.597694,0.540834,0.658140,0.633965,0.636209,0.678805,0.684300,0.559561,0.648950,0.590829,0.682748,0.551245,0.660780,0.558983,0.607034,0.606837,0.631686,0.692379,0.663983,0.602231,0.689931,0.578798,0.588854,0.607300,0.651305,0.610553,0.657556,0.637631,0.636806
0.998168,0.997397,0.998333,1.000000,0.996719,0.997833,0.996139,0.999546,0.999833,0.999307,0.998481,0.999251,0.998951,0.996988,0.991645,0.988471,0.990483,0.997290,0.999283,0.995054,0.998874,0.995989,0.982959,0.998295,0.996700,0.996416,0.999343,0.999249,0.998326,0.999856,0.999345,0.996008,0.990232,0.990430,0.998951,0.995895,0.995790,0.996268,0.999221,0.999499,0.995336,0.980123,0.997000,0.997330,0.997688,0.997306,0.996381,0.999219,0.998260,0.998876,0.819316,0.820882,0.783674,0.742679,0.768101,0.751013,0.802240,0.839043,0.790662,0.792900,0.759518,0.816931,0.767015,0.754566,0.872399,0.830788,0.761264,0.806146,0.691403,0.796038,0.748586,0.828021,0.688067,0.751250,0.815628,0.818106,0.762408,0.745874,0.771011,0.857672,0.791940,0.808009,0.823063,0.659980,0.747222,0.826155,0.797862,0.732322,0.824022,0.770316,0.732477,0.778660,0.799603,0.828595,0.774439,0.817410,0.803519,0.809936,0.886790,0.804450,0.563992,0.620453,0.641875,0.627216,0.600318,0.599185,0.611561,0.619037,0.588887,0.668926,0.733089,0.643172,0.669585,0.587769,0.587442,0.680960,0.667888,0.668000,0.522924,0.617827,0.662916,0.638684,0.582872,0.694286,0.673747,0.675802,0.714361,0.721167,0.601150,0.687431,0.630472,0.720469,0.592734,0.699065,0.602974,0.644331,0.648180,0.672176,0.728855,0.699991,0.641080,0.722377,0.620453,0.629754,0.646729,0.686380,0.647851,0.694538,0.677737,0.677225
0.999347,0.992233,0.999061,0.996719,1.000000,0.999883,0.999914,0.998503,0.996031,0.993761,0.999294,0.998031,0.993872,0.999803,0.997424,0.997483,0.997597,0.999026,0.997688,0.999763,0.992836,0.999869,0.994606,0.993701,0.990965,0.987733,0.997929,0.998459,0.997448,0.996048,0.993310,0.993602,0.997096,0.998306,0.993872,0.996066,0.995847,0.999642,0.998782,0.997848,0.999117,0.967256,0.999922,0.998658,0.997468,0.993216,0.999172,0.999138,0.999682,0.997742,0.770231,0.771992,0.730824,0.686087,0.713809,0.695655,0.751556,0.792264,0.738511,0.741135,0.704441,0.767590,0.712766,0.699225,0.830001,0.783075,0.707097,0.755768,0.631051,0.744437,0.693048,0.780022,0.627075,0.695722,0.766144,0.768939,0.707565,0.689513,0.717012,0.813373,0.739928,0.757678,0.774400,0.597340,0.692373,0.778486,0.746449,0.675066,0.775918,0.716175,0.675512,0.725578,0.748378,0.780591,0.720846,0.768721,0.752979,0.759808,0.846987,0.753805,0.496088,0.555166,0.577713,0.562687,0.533826,0.532497,0.546322,0.553635,0.521573,0.606704,0.675658,0.579088,0.607270,0.520374,0.520011,0.619472,0.605779,0.606344,0.452215,0.552160,0.600146,0.574548,0.515235,0.633776,0.612056,0.614224,0.655380,0.662875,0.534564,0.626534,0.565578,0.662376,0.525625,0.639123,0.537411,0.580455,0.584930,0.610647,0.671193,0.639903,0.576858,0.664510,0.555166,0.564947,0.582896,0.625491,0.584183,0.634029,0.616536,0.616138
0.999586,0.993592,0.999377,0.997833,0.999883,1.000000,0.999723,0.999179,0.997216,0.995261,0.999606,0.998804,0.995260,0.999745,0.996737,0.996290,0.996681,0.999137,0.998436,0.999398,0.994414,0.999617,0.992907,0.994973,0.992653,0.989776,0.998650,0.999070,0.998034,0.997284,0.994920,0.994412,0.996401,0.997345,0.995260,0.996408,0.996206,0.999549,0.999335,0.998619,0.998842,0.969909,0.999891,0.998837,0.998095,0.994367,0.999210,0.999650,0.999898,0.998392,0.779812,0.781588,0.741110,0.697011,0.724312,0.706542,0.761545,0.801461,0.748668,0.751300,0.715083,0.777264,0.723219,0.710063,0.838347,0.792378,0.717797,0.765679,0.642567,0.754503,0.703973,0.789365,0.638836,0.706614,0.775789,0.778507,0.718178,0.700435,0.727562,0.822032,0.750044,0.767488,0.783906,0.609521,0.703249,0.787971,0.756470,0.686050,0.785461,0.726701,0.686692,0.736005,0.758353,0.789962,0.731345,0.778391,0.762944,0.769610,0.854764,0.763741,0.509280,0.567804,0.590070,0.575246,0.546677,0.545346,0.559038,0.566286,0.534514,0.618768,0.686811,0.591424,0.619269,0.533317,0.532930,0.631357,0.617862,0.618406,0.465715,0.564781,0.612246,0.586981,0.528238,0.645423,0.624065,0.626207,0.666768,0.674228,0.547390,0.638359,0.578055,0.673742,0.538522,0.650795,0.550205,0.592658,0.597249,0.622666,0.682432,0.651480,0.589194,0.675567,0.567804,0.577475,0.595205,0.637136,0.596356,0.645719,0.628487,0.628088
0.998811,0.990721,0.998438,0.996139,0.999914,0.999723,1.000000,0.997952,0.995214,0.992727,0.998767,0.997945,0.992693,0.999462,0.996775,0.997833,0.997214,0.998361,0.996868,0.999933,0.991667,0.999660,0.995088,0.992372,0.991076,0.986148,0.997165,0.997793,0.996472,0.995611,0.992382,0.992060,0.998000,0.998711,0.992693,0.994819,0.994567,0.999873,0.998206,0.997108,0.998587,0.964123,0.999945,0.997893,0.997775,0.991732,0.999517,0.998785,0.999335,0.996868,0.766129,0.768287,0.726592,0.681269,0.709129,0.692349,0.748218,0.788618,0.734314,0.737555,0.699674,0.763817,0.707783,0.695561,0.826315,0.778874,0.704103,0.752284,0.625320,0.740346,0.689768,0.775709,0.622245,0.692196,0.761947,0.764626,0.702918,0.685005,0.713105,0.809282,0.735620,0.753497,0.770344,0.593337,0.689754,0.775732,0.742290,0.669752,0.772962,0.711879,0.672102,0.722073,0.744152,0.776475,0.717140,0.765883,0.749664,0.755858,0.842817,0.750123,0.492272,0.550831,0.572850,0.558851,0.529389,0.527761,0.542681,0.549240,0.516640,0.602402,0.671351,0.574182,0.602344,0.515347,0.514749,0.614864,0.601793,0.602872,0.446731,0.547154,0.595335,0.570310,0.510321,0.628774,0.608107,0.610236,0.650622,0.658844,0.529800,0.622323,0.560579,0.658741,0.520659,0.635133,0.533907,0.574856,0.581107,0.607025,0.667206,0.634978,0.571757,0.658885,0.550831,0.560466,0.578142,0.619952,0.578648,0.629353,0.612866,0.612627
0.999538,0.997118,0.999605,0.999546,0.998503,0.999179,0.997952,1.000000,0.999406,0.998374,0.999688,0.999149,0.998363,0.998842,0.995057,0.992204,0.994179,0.999026,0.999784,0.997172,0.997874,0.998150,0.987657,0.998065,0.994500,0.994738,0.999862,0.999929,0.999289,0.999033,0.998097,0.996916,0.992491,0.993629,0.998363,0.997578,0.997458,0.997762,0.999954,0.999895,0.997790,0.978289,0.998522,0.999000,0.997597,0.997447,0.997514,0.999871,0.999536,0.999627,0.803252,0.804489,0.766154,0.724184,0.750436,0.731472,0.784708,0.823479,0.773401,0.775162,0.741612,0.800417,0.749681,0.735404,0.858723,0.815405,0.741903,0.788895,0.672261,0.778900,0.728943,0.812633,0.667723,0.731867,0.799494,0.802226,0.744476,0.727155,0.752668,0.843614,0.774853,0.791501,0.807129,0.638080,0.727181,0.809290,0.780874,0.714060,0.807184,0.752318,0.712365,0.760289,0.782762,0.813001,0.756061,0.800202,0.786026,0.793274,0.874708,0.787291,0.539661,0.597774,0.620222,0.604341,0.577234,0.576328,0.588182,0.596372,0.565968,0.647514,0.713711,0.621595,0.648780,0.564914,0.564815,0.660177,0.646195,0.645965,0.499131,0.595682,0.641799,0.616392,0.559797,0.674325,0.652193,0.654336,0.694794,0.701138,0.578365,0.666486,0.608650,0.700113,0.569936,0.678295,0.579315,0.623561,0.625834,0.650350,0.709047,0.680129,0.619648,0.704177,0.597774,0.607431,0.625102,0.666813,0.627102,0.674239,0.656100,0.655472
0.998077,0.998546,0.998356,0.999833,0.996031,0.997216,0.995214,0.999406,1.000000,0.999740,0.998364,0.998422,0.999612,0.996662,0.991865,0.987326,0.990355,0.997405,0.999523,0.994036,0.999491,0.995499,0.981705,0.999191,0.995445,0.997566,0.999506,0.999287,0.998817,0.999464,0.999607,0.997287,0.988205,0.989166,0.999612,0.996820,0.996759,0.995116,0.999137,0.999620,0.995318,0.983437,0.996142,0.997581,0.996312,0.998446,0.995045,0.998818,0.997898,0.999211,0.823091,0.824077,0.787556,0.747346,0.772612,0.753486,0.804856,0.842199,0.794507,0.795848,0.764142,0.820215,0.771974,0.757563,0.875717,0.834740,0.763306,0.808983,0.697344,0.799741,0.751019,0.832131,0.692667,0.754043,0.819534,0.822190,0.766859,0.750088,0.774391,0.861541,0.795952,0.811872,0.826779,0.663339,0.748703,0.827983,0.801668,0.737709,0.826137,0.774266,0.735072,0.781471,0.803511,0.832414,0.777534,0.819339,0.806107,0.813464,0.890887,0.807572,0.567002,0.624255,0.646469,0.630301,0.604252,0.603554,0.614353,0.622926,0.593535,0.672729,0.736989,0.647829,0.674303,0.592556,0.592573,0.685226,0.671230,0.670601,0.528339,0.622606,0.667457,0.642361,0.587489,0.699149,0.677043,0.679157,0.718893,0.724644,0.605561,0.691124,0.635255,0.723370,0.597433,0.702452,0.605563,0.650014,0.651267,0.674997,0.732280,0.704748,0.646023,0.728211,0.624255,0.633777,0.651167,0.692027,0.653442,0.698921,0.680633,0.679892
0.996552,0.999033,0.996986,0.999307,0.993761,0.995261,0.992727,0.998374,0.999740,1.000000,0.996913,0.997131,0.999864,0.994657,0.989419,0.983540,0.987448,0.995842,0.998784,0.991294,0.999946,0.993179,0.977267,0.999434,0.995017,0.998869,0.998691,0.998274,0.998023,0.998961,0.999906,0.997193,0.984529,0.985588,0.999864,0.995975,0.995960,0.992623,0.997990,0.998842,0.993227,0.986671,0.993880,0.996172,0.994553,0.998680,0.992607,0.997449,0.996199,0.998406,0.835111,0.835798,0.800539,0.761587,0.786222,0.766475,0.816763,0.853391,0.807303,0.808160,0.777993,0.832084,0.785769,0.770771,0.885925,0.846505,0.775818,0.820911,0.713074,0.812340,0.764034,0.844035,0.707964,0.767210,0.831709,0.834365,0.780577,0.764075,0.787436,0.872447,0.808787,0.824233,0.838671,0.678511,0.761146,0.838819,0.814267,0.752429,0.837201,0.787593,0.748508,0.794046,0.816108,0.844191,0.790356,0.830466,0.817966,0.825629,0.900816,0.819686,0.583358,0.640281,0.662554,0.645831,0.620639,0.620177,0.629938,0.639018,0.610438,0.687987,0.751101,0.663922,0.689980,0.609539,0.609715,0.700501,0.686263,0.685204,0.546442,0.639149,0.683170,0.658044,0.604461,0.714442,0.691951,0.694062,0.733662,0.738787,0.622178,0.706005,0.651605,0.737216,0.614306,0.716964,0.621146,0.666504,0.666476,0.689662,0.746244,0.719890,0.662274,0.743280,0.640281,0.649777,0.667102,0.707759,0.669840,0.714003,0.695249,0.694382
